	10j	11j	12j	13j	14j	15j	16j	17j	18j	19j	1j	20j	21j	22j	23j	24j	25j	26j	27j	28j	29j	2j	30j	3j	4j	5j	6j	7j	8j	9j	C1	S1	VC1
Acinetobacter	0.002054117110034742	5.493147298744816e-05	0.0008018442417560389	0.00013064495057266037	0.0001320829480914014	0.00014126289023873428	0.000932049176689894	0.0001621862709321656	3.778432706113504e-05	0.0	0.045869348118047965	0.0	0.0	7.194072084602288e-05	7.22136368231777e-05	0.004036154851912911	5.660751181681809e-05	0.0007934583764959997	1.4539744391293602e-05	0.0	0.0	0.06268533560248554	4.0794680373679274e-05	0.011484757184047676	0.11318402613592546	0.03866337616656737	0.23969508288290836	0.011205684835233487	0.005780346820809248	0.09725274725274724	0.0002763101707261934	0.003149639588221617	0.0
Xanthobacteraceae_unclassified	0.018816727106738092	0.011068691806970827	0.017740803848852387	0.015024169315855932	0.01611411966715099	0.015221076423223602	0.01646620212152143	0.01556988200948792	0.018363182951711587	0.02702702702702703	0.0082991838561934	0.014702687042804335	0.0	0.030838589002661607	0.032842762027181484	0.02771303507475407	0.03620050380685476	0.030592228516012357	0.02852697849571792	0.03588343539774982	0.06896551724137931	0.005363451174544248	0.03392077673071472	0.01093400719214691	0.0046640588058289925	0.006240603636569925	0.006686490660270435	0.005856629704825866	0.015895953757225433	0.010439560439560439	0.022925371134797482	0.00600333988627475	0.01580492955422837
Mucilaginibacter	0.0006593462328506582	0.04185778241643552	0.02139921820186429	0.029525758829421263	0.037973847576277836	0.03319677920610262	0.028316541653721498	0.02505777885901957	0.019685634398851355	0.012474012474012475	6.887289507214436e-05	0.020351995364670087	0.0	0.022517445624805118	0.050275133956296396	0.0262065829117162	0.03116243525515837	0.02232703709417908	0.037614318740276466	0.028205979064225197	0.017241379310344827	0.00036100152136355433	0.021009260392444853	9.719117504130624e-05	0.0002794136611786958	0.00017019828099736195	3.285744796201679e-05	0.00015617679212868969	0.002890173410404624	0.0	0.05422377774614628	0.006130171010632674	0.0012208400699508367
Chryseobacterium	0.0013947708771840845	0.007717871954736467	0.004861180715645986	0.014588686147280407	0.009807158895786556	0.011124452606300326	0.007367626825262972	0.013096541377772374	0.006914531852187712	0.0	0.19277523330693164	0.021003838632577678	0.0	0.0006714467278962135	0.02056644376724104	0.007333295435165712	0.00022643004726727236	0.0010579445019946662	0.010468615961731403	0.0026094301487224352	0.0	0.11497898455429198	0.00224370742055236	0.002656558784462371	0.007995529381421142	0.05900207074575212	0.0028421692487144534	0.006012806496954553	0.02023121387283237	0.017582417582417582	0.008448392795840275	0.009406641723212213	0.0001319827102649553
Microbacteriaceae_unclassified	0.017143002054117167	0.007992529319673721	0.011075473589255277	0.01232417367068762	0.015123497556465472	0.009747139426472658	0.011051440237894457	0.010907026720188145	0.01122194513715712	0.02079002079002079	0.008815730569234495	0.012348808575360299	0.0	0.027865039207692715	0.01676800647034198	0.02364845659712348	0.031388865302425635	0.03200282118533871	0.023874260290503966	0.025762466439410055	0.034482758620689655	0.01188726438204277	0.02095826704197792	0.009978293970907416	0.005308859562395211	0.009304172694522442	0.004928617194302527	0.004880524754021554	0.013005780346820808	0.013186813186813185	0.03719302358684092	0.00727165112985392	0.008182928036427216
Micrococcaceae_unclassified	0.034488879872188336	5.493147298744816e-05	0.00020046106043900973	8.709663371510691e-05	0.00033020737022850346	0.00010594716767905072	0.00013314988238427057	0.0	0.0	0.0	0.05492613382003492	3.621351488375462e-05	0.0	0.00035970360423011436	0.001993096376319704	0.010459894264112318	0.004358778409895001	0.0018514028784906659	0.0014975936723032413	0.0001508341126429153	0.0	0.09195224465588782	0.005650063231754571	0.041727411151067824	0.05061685939044818	0.04496071256346975	0.04056251950910949	0.026471966265812902	0.06502890173410404	0.025274725274725275	0.0	6.341556217895871e-05	0.005972217639489224
Luteimonas	0.0024345091674485837	0.016891427943640312	0.02200060138318132	0.030353176849714773	0.019845462950733063	0.01991806752366153	0.01722071812169898	0.020030004460122448	0.02539106778508274	0.008316008316008316	0.0012397121112985982	0.02589266314188455	0.0	0.02904007098151122	0.03249613657043	0.025325450514467624	0.030822790184257452	0.024310683035419098	0.03214737484915013	0.028688648224682502	0.0	0.0009798612722725045	0.027791376004569015	0.0004535588168594292	0.0004298671710441474	0.0006807931239894477	0.0003778606515631931	0.001561767921286897	0.004335260115606936	0.0005494505494505495	0.037871239460441596	0.005728539116832603	0.0002969610980961494
Bacteria_unclassified	0.01194431060279453	0.002059930237029304	0.0031071464368046544	0.0027435439620258637	0.004061550653810588	0.0050501483260347434	0.0041276463539123886	0.003689737663706766	0.002153706642484697	0.04365904365904366	0.007438272667791579	0.00416455421163179	0.07692307692307693	0.003381213879763079	0.003668452750617416	0.004462509237678361	0.005038068551696821	0.0041436159661457726	0.003489538653910451	0.003831186461130062	0.08620689655172414	0.009231324617725243	0.004059070697181095	0.012683448342890341	0.01117654644714789	0.010665758942501297	0.006850777900080531	0.011088552241136983	0.03323699421965317	0.01538461538461538	0.002160243152950233	0.004058595979453369	0.03659220642095936
Streptomycetaceae_unclassified	0.0009129409377932188	0.016781564997665442	0.05502656109050792	0.019291904367896243	0.027374190991942982	0.037964401751660194	0.04087701389197121	0.01958399221505892	0.002984961837829668	0.006237006237006237	0.00013774579014428872	0.03172303903816897	0.0	0.03222944293901819	0.005416022761738324	0.016599397419134763	0.021454246978574065	0.02195234841638927	0.01939601901798557	0.008552294186853267	0.0	0.0012119336788633606	0.007404234487822766	0.0022191984967764936	0.0009672011348493317	0.0005673276033245398	0.0009857234388605037	0.0008589723567077931	0.0	0.0	0.006330014820272791	0.011668463440928435	0.0017817665885768966
Flavobacterium	0.010270585550173702	0.0001373286824686204	0.00010023053021950487	4.354831685755346e-05	0.0	0.0	0.0	0.0	0.00011335298118340512	0.0	0.03598608767519532	7.242702976750923e-05	0.0	2.3980240282007626e-05	0.008174583688383712	0.007674378943778073	0.0	0.0006391748032884442	7.269872195646801e-05	0.0	0.0	0.08455171346793494	0.0013870191327050956	0.05126834483428941	0.028715127025749004	0.0487334411255779	0.013340123872578796	0.038185225675464465	0.028901734104046235	0.04285714285714286	0.00037678659644480917	8.45540829052783e-05	0.009106807008281904
Bryobacter	0.007455684325311289	0.006234722184075368	0.003357722762353413	0.006924182380350999	0.005844670453044513	0.006886565899138295	0.006124894589676447	0.005798159185824922	0.005667649059170256	0.010395010395010396	0.0035125176486793617	0.0043818353009343084	0.07692307692307693	0.018392844296299816	0.02344054651280352	0.03095332840657153	0.024822393931674736	0.028498380022481312	0.014612443113250089	0.0271048900419319	0.0	0.00126350532477244	0.018989923713947723	0.0034502867139663716	0.001375574947341271	0.0012764871074802146	0.0013307266424616795	0.001483679525222552	0.001445086705202312	0.0016483516483516484	0.01709773844311778	0.005242353140127254	0.020490315768634335
Pseudolabrys	0.010372023432150731	0.007910132110192538	0.011376165179913793	0.009624178025519311	0.010995905428609171	0.01041813815510665	0.01145088988504727	0.011677411507115926	0.014509181591475863	0.02286902286902287	0.0032025896208547127	0.008691243572101102	0.0	0.019040310783914025	0.025332543797570786	0.021744073674037852	0.02069004556904701	0.02032135064248087	0.016837024005117954	0.028477480466982445	0.017241379310344827	0.002088651659317707	0.027719985313915153	0.005215926393883433	0.002385762799295018	0.0024678750744617462	0.0021685915654931086	0.003240668436670311	0.010115606936416183	0.002197802197802198	0.020112031214676255	0.0026634536115162665	0.006599135513247763
SWB02	0.012578297365151007	0.015408278172979219	0.022752330359827624	0.020424160606192603	0.025591071192709036	0.01991806752366153	0.02077138165194617	0.02039492356971979	0.02425753797324868	0.02702702702702703	0.0038224456765040106	0.015789092489317005	0.07692307692307693	0.001175031773818374	0.0019353254668611618	0.002018077425956455	0.001698225354504543	0.0015869167529919993	0.0008869244078689095	0.003921686928715799	0.0	0.002088651659317707	0.003273773099987763	0.0052969190397511865	0.001440055022997893	0.0017019828099736195	0.002168591565493109	0.0034358894268311747	0.005780346820809248	0.006043956043956043	0.0009712721152799525	0.0045025049147060636	0.011680469858448535
Rhizobiales_unclassified	0.018233459285370155	0.005548078771732284	0.011676856770572277	0.010974175848103444	0.008552370888918276	0.00812261618872719	0.008477209178465228	0.006649637108218816	0.00570543338623139	0.04158004158004158	0.009332277282275585	0.012022886941406468	0.0	0.0061149612719119525	0.005618220944843205	0.006196350406457872	0.008264696725255462	0.005289722509973305	0.004885354115474619	0.006455700021116804	0.034482758620689655	0.008251463345452714	0.007210459756047702	0.014027926264295078	0.00812448953273435	0.010609026182168847	0.0075572130312639065	0.008980165547399667	0.03468208092485548	0.015384615384615382	0.002645879210590206	0.0026845921322425936	0.021183224997525472
Dermatophilaceae_unclassified	0.00010143788197702432	0.013348347935949911	0.020396912899669266	0.025127378826808388	0.020968168009509985	0.021719169374205385	0.030047490124717014	0.03150468312857316	0.029245069145318495	0.02702702702702703	0.0	0.03538060404142823	0.0	4.796048056401525e-05	0.0007943500050549548	5.68472514353931e-05	8.491126772522713e-05	0.0	1.4539744391293602e-05	0.0001960843464357899	0.0	0.0	0.0004589401542038918	0.0	0.0	2.836638016622699e-05	0.0	0.0	0.0	0.0	0.0027296095653557275	0.09679328640581594	0.0
Alphaproteobacteria_unclassified	0.01108208860598983	0.0031036282237908177	0.007216598175804362	0.0070548273309236405	0.007330603619072809	0.00836982624664497	0.007145710354622523	0.008149860114341363	0.007519081085165871	0.04158004158004158	0.005819759633596191	0.009162019265589906	0.0	0.006426704395578051	0.006788081861378688	0.007816497072366597	0.008264696725255457	0.006523991095633725	0.005757738778952228	0.008265709372831768	0.05172413793103448	0.005234522059771553	0.007649002570064755	0.008034470470081252	0.004363151786098097	0.006581000198564639	0.0033843171400877435	0.005934718100890215	0.0245664739884393	0.010439560439560439	0.0036841356096825664	0.006848880715327507	0.027485399412677247
Pseudomonadaceae_unclassified	0.0032967311642532857	5.493147298744816e-05	0.00010023053021950487	8.709663371510691e-05	9.906221106855105e-05	7.063144511936714e-05	4.438329412809019e-05	0.0	0.00015113730824454016	0.0	0.02172939839526185	0.00010864054465126386	0.0	0.0	0.0011120900070769365	0.005855266897845509	8.491126772522713e-05	0.0004848912300808887	0.00955261206507993	4.5250233792874595e-05	0.034482758620689655	0.024393388514994143	0.0004283441439236326	0.019389639420740318	0.040192580492626494	0.039968229654213566	0.028881696758613372	0.043612369201935564	0.005780346820809248	0.029120879120879153	2.5119106429653943e-05	8.45540829052783e-05	0.001946744976408092
Sphingomonas	0.004006796338092461	0.0036254772171715787	0.00350806855768267	0.005966119409484823	0.006108836349227315	0.003001836417573103	0.006479960942701167	0.007338928759680494	0.0034005894355021537	0.008316008316008316	0.0009297840834739489	0.004635329905120592	0.0	0.027385434402052704	0.00847788096304106	0.023847421977147402	0.01398205541875407	0.03191465914350577	0.018290998444247343	0.010588554707532654	0.017241379310344827	0.0010572187411361234	0.006833108962591278	0.0018628308549583695	0.0009886944934015388	0.0009360905454854906	0.0009692947148794953	0.0014055911291582072	0.0	0.003296703296703297	0.03583659183963962	0.005157799057221976	0.0027386412379978224
Bauldia	0.027388228133796603	0.004888901095882888	0.005462563896963015	0.004964508121761094	0.005811649716021661	0.005014832603475066	0.006790644001597799	0.005108867534363218	0.010806317539484623	0.016632016632016633	0.011295154791831685	0.006156297530238285	0.0	0.005539435505143762	0.008651193691416684	0.0090387129782275	0.007783532874812487	0.0067223556897577745	0.004798115649126887	0.011463392560861554	0.0	0.0046930197777262095	0.011228735772855212	0.012894029222146622	0.004126724842023814	0.006325702777068613	0.007130066207757646	0.00788692800249883	0.015895953757225433	0.011538461538461537	0.0032319916939488073	0.0006552941425159067	0.013858184577820294
Paenisporosarcina	0.007227449090862986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004097937256792588	0.0	0.0	0.0	0.0006210372766793282	0.0010232505258370758	0.0	0.00013224306274933328	0.0	0.0	0.0	0.014465846677496723	0.0015196018439195531	0.052078271292966834	0.012659588187250145	0.018523246248546215	0.03839392794361649	0.02580821489926597	0.03757225433526012	0.025824175824175826	0.0	0.0	0.0002639654205299106
Actinobacteria_unclassified	0.0036264042806786172	0.0048889010958828956	0.016688383281547498	0.006270957627487687	0.006868313300752897	0.010735979658143765	0.009897474590564115	0.006811823379150981	0.004534119247336204	0.006237006237006237	0.0019973139570921856	0.008256681393496062	0.0	0.014675907052588678	0.0090267046028972	0.011937922801432507	0.014208485466021364	0.013400630358599019	0.009421754365558315	0.012051645600168828	0.0	0.0027848688790902735	0.010198670093419734	0.0035312793598341317	0.0022997893650861874	0.0016736164298073925	0.001807159637910922	0.0018741215055442767	0.001445086705202312	0.0016483516483516484	0.013246142123904162	0.006257002134990562	0.006995083644042606
Gammaproteobacteria_unclassified	0.00633986762356405	0.0009613007772803422	0.0015034579532925724	0.0017419326743021383	0.0009906221106855103	0.001765786127984177	0.0009764324708179844	0.0011353038965251588	0.0006045492329781605	0.014553014553014554	0.006508488584317632	0.0016658216846527115	0.0	0.002158221625380688	0.002859660018197833	0.003979307600477513	0.002179389204947499	0.0026448612549866655	0.004376463061779347	0.0023228453347008977	0.034482758620689655	0.009772826899770581	0.0030086076775588527	0.00777529400330442	0.015002364269440897	0.010041698578844306	0.01335655259655964	0.010502889270654394	0.020231213872832367	0.01703296703296703	0.002419807252723328	0.0008032637876001437	0.015079024647771052
LWQ8_ge	0.006390586564552536	0.001181026669230135	0.0007517289766462864	0.0007838697034359622	0.0007594769515255579	0.0016951546828648113	0.0004882162354089921	0.0008514779223938692	0.001171314138895186	0.0	0.0017906952718757534	0.0005069892083725647	0.07692307692307693	0.0077216373708064575	0.010109909155244868	0.008214427832414299	0.008491126772522718	0.009345176434286204	0.006252090088256246	0.01208181242269748	0.0	0.001083004564090663	0.009270591114918597	0.0028671396637185353	0.0010531745690581609	0.0013899526281451226	0.0015278713302337805	0.0016398563173512417	0.008670520231213872	0.002747252747252747	0.023729182540546408	0.002282960238442516	0.004652390536839668
Arachidicoccus	7.607841148276824e-05	0.011096157543464538	0.003908990678560691	0.008840308322083348	0.006670188878615776	0.006462777228422087	0.0033731303537348546	0.007298382191947456	0.0018892163530567518	0.0	0.00024105513275250525	0.004780183964655612	0.0	0.013908539363564424	0.005892632764771297	0.006452163037917123	0.00990631456794317	0.012100240241563975	0.00886924407868913	0.0027300974388367685	0.0	5.157164590907919e-05	0.0019479459878431866	0.0001943823500826125	4.2986717104414733e-05	0.0	4.928617194302519e-05	0.00023426518819303453	0.0	0.0	0.0672019827348043	0.02397108250364645	0.0004619394859273434
Asticcacaulis	0.0042350315725407685	0.008047460792661163	0.005312218101633758	0.011191917432391237	0.010764760269449216	0.00505014832603475	0.0053703785894989135	0.005960345456757088	0.001964785007179022	0.002079002079002079	0.0019973139570921864	0.006952994857680888	0.0	0.013117191434258171	0.008882277329250853	0.008328122335285083	0.0137556253714868	0.012276564325229763	0.03079517862075974	0.008401460074210365	0.0	0.0027590830561357365	0.004048872027087664	0.0031101176013217996	0.0013110948716846488	0.0019005474711372083	0.0011500106786705873	0.003982508199281587	0.0072254335260115606	0.0005494505494505495	0.008431646724887174	0.0014796964508423701	0.0013528227802157918
Xanthobacteraceae_ge	0.00017751629345979256	0.01689142794364031	0.02164979452741305	0.017070940208160964	0.016114119667150973	0.020624381974855204	0.01766455106297989	0.017475570692940836	0.01643618227159374	0.012474012474012475	0.00027549158028857744	0.02317664952560295	0.0	0.00014388144169204576	0.0003321827293866173	0.0002273890057415724	0.00031134131499249945	0.00019836459412399992	0.00015993718830422963	0.0003469184590787053	0.0	2.5785822954539595e-05	0.00033655611308285407	0.00025917646677681665	0.0	2.836638016622699e-05	0.00014785851582907553	3.904419803217242e-05	0.0	0.0	0.000962899079803401	0.012767666518697023	0.0005939221961922988
Chitinophagaceae_genus	0.002713463342885401	0.01991265895794997	0.0093715545755237	0.011322562382963893	0.01079778100647207	0.01469134058482836	0.009719941414051752	0.008595872359404785	0.010957454847729168	0.0	0.000585419608113227	0.009886289563265002	0.0	0.005251672621759672	0.011741937347448685	0.006281621283610944	0.009198720670232943	0.007648057129003105	0.0069499978190383374	0.007059036471688439	0.0	0.00036100152136355433	0.005884632643903227	0.0011338970421485724	0.00017194686841765893	0.0004538620826596318	0.00027928830767714276	0.00019522099016086212	0.001445086705202312	0.0005494505494505495	0.015557099915432337	0.0015219734922950101	0.002276701752070479
Vicinamibacterales_genus	0.020718687393807254	0.0003570545744184131	0.0009020747719755437	0.0009580629708661761	0.0009906221106855103	0.0004591043932758864	0.001109582353202255	0.000729838219194745	0.002115922315423562	0.002079002079002079	0.004166810151864731	0.000869124357210111	0.0	0.00424450252991535	0.00971995551639971	0.006196350406457851	0.005434321134414538	0.005267681999515102	0.003605856609040812	0.011780144197411668	0.05172413793103448	0.0022175807740904044	0.010004895361644813	0.008309845466031671	0.001955895628250869	0.0030635690579525116	0.001872874533834956	0.004646259565828521	0.0072254335260115606	0.005494505494505494	0.0012392092505295943	6.341556217895873e-05	0.01181245256871348
Pedosphaeraceae_genus	0.0008368625263104506	0.005026229778351511	0.0018542648090608396	0.0034403170317467207	0.004920089816404705	0.005297358383952534	0.002751764235941592	0.0042979361797023915	0.007821355701654953	0.0	6.887289507214436e-05	0.0032230028246541618	0.07692307692307693	0.002853648593558908	0.016825777379800476	0.004661474617702239	0.005490928646231357	0.004959114853099994	0.0017883885601291136	0.011071223867989952	0.0	5.157164590907919e-05	0.0120038346999551	0.00034016911264457187	4.2986717104414733e-05	5.673276033245398e-05	4.928617194302519e-05	7.808839606434484e-05	0.0	0.0	0.007234302651740332	0.0008244023083264632	0.0062031873824528894
Erwiniaceae_unclassified	0.0	0.0	0.0	0.0	3.302073702285035e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.621351488375462e-05	0.07692307692307693	0.0	0.0008665636418781323	0.0	0.0	0.0	5.8158977565174406e-05	1.5083411264291532e-05	0.0	0.0	0.11119610002855507	0.0	0.0	0.0	3.285744796201679e-05	0.0	0.0	0.0	0.0	0.0	0.0
Haliangium	0.007328886972840012	0.0031585596967782683	0.002305302195048612	0.00378870356660715	0.003467177387399287	0.0028605735273343697	0.002840530824197772	0.0024327940639824836	0.007367943776921333	0.012474012474012475	0.0006542925031853714	0.0027522271311653506	0.0	0.005731277427399824	0.008651193691416684	0.0048888636234438124	0.004896549772154766	0.004253818518436885	0.004725416927170417	0.0074210383420314375	0.05172413793103448	0.0006446455738634899	0.006741320931750492	0.002008617617520328	0.000580320680909599	0.00017019828099736195	0.0009035798189554619	0.000741839762611276	0.004335260115606936	0.001098901098901099	0.0007117080155068616	0.00019024668653687616	0.004784373247104624
Dongia	0.0015469277001496212	0.0031036282237908207	0.0033076074972436613	0.0036580586160344904	0.0035992603354906877	0.003708150868766775	0.0035950468243753056	0.001662409277054697	0.006007708002720471	0.010395010395010396	0.00034436447536072176	0.0031143622800028983	0.0	0.00980791827534112	0.012420745533586559	0.009379796486839856	0.009113809402507713	0.006766436710674216	0.00647018625412565	0.013559986726598071	0.017241379310344827	0.00025785822954539595	0.009933504670990892	0.0010205073379337154	0.00019344022696986631	0.00036876294216095084	0.0003121457556391596	0.00019522099016086212	0.001445086705202312	0.0016483516483516484	0.008188828696067183	0.0006764326632422263	0.0022107103969380014
Acidobacteriae_unclassified	0.0017244439936094154	0.0011260951962426863	0.0009521900370852959	0.0012193528720114968	0.0013868709549597156	0.0015538917926260758	0.0012427322355865256	0.0011353038965251588	0.000982392503589511	0.008316008316008316	0.0006542925031853715	0.0007242702976750926	0.07692307692307693	0.0022781228267907266	0.002989644564479547	0.003979307600477513	0.0035379694885511377	0.003835048819730665	0.002035564214781106	0.004344022444115977	0.017241379310344827	0.00038678734431809393	0.0032125810794272538	0.0006155441085949396	0.0007522675493272581	0.0005673276033245398	0.0003450032036011764	0.000663751366546931	0.0	0.0005494505494505495	0.001741591379122668	0.00040163189380007183	0.0065331441581152625
Massilia	0.0008115030558161945	0.002554313493916339	0.00035080685576826707	0.0018725776248747987	0.0002641658961828028	0.0003884729481565193	0.00474901247170565	0.01804322264120342	0.0005667649059170256	0.002079002079002079	0.004304555942009022	3.621351488375462e-05	0.0	0.0012949329752284119	0.010528748248819306	0.006850093797964869	0.013076335229684979	0.0017412003261995548	0.007836922226907251	0.011584059850975895	0.0	0.006910600551816613	0.007424631828009627	0.012732043930411116	0.005244379486738596	0.0045669872067625435	0.0019385894297589904	0.013275027330938625	0.0072254335260115606	0.002197802197802198	0.00015071463857792367	0.0	9.898703269871648e-05
Dokdonella	0.0067202596809778645	0.004257189156527235	0.004460258594767967	0.00605321604319993	0.006637168141592923	0.004802938268116963	0.002929297412453952	0.0053116003730284255	0.008614826569938798	0.010395010395010396	0.0011364027686903819	0.006301151589773304	0.0	0.005923119349655884	0.009070032784991114	0.010033539878346879	0.007075938977102262	0.006766436710674215	0.004667257949605244	0.008974629702253442	0.0	0.00028364405249993555	0.009076816383143624	0.0014416690964460424	0.0005158406052529768	0.0010211896859841716	0.0005585766153542854	0.001561767921286897	0.002890173410404624	0.001098901098901099	0.004647034689485978	0.0017333586995582054	0.0032995677566238827
