	10j	11j	12j	13j	14j	15j	16j	17j	18j	19j	1j	20j	21j	22j	23j	24j	25j	26j	27j	28j	29j	2j	30j	3j	4j	5j	6j	7j	8j	9j	C1	S1	VC1
Vicinamibacterales	0.04164025055156869	0.0009063693042928945	0.0012528816277438107	0.001524191090014371	0.002014264958393872	0.001200734567029241	0.0013758821179707963	0.0017029558447877384	0.003287236454318748	0.004158004158004158	0.008505802541409837	0.001122618961396393	0.0	0.005395554063451718	0.012651829171420718	0.008782900346768225	0.006707990150292947	0.006656234158383097	0.004507320761301013	0.014570575281305573	0.05172413793103448	0.004538304839998973	0.014777872965365256	0.01568017623999736	0.004320165068993675	0.005673276033245386	0.004764329954492447	0.009604872715914424	0.030346820809248547	0.007692307692307691	0.0015825037050681975	0.0006764326632422263	0.031345893687927034
Cytophagales	0.02079476580529006	0.0019226015545606853	0.0014533426881828202	0.0020032225754474586	0.0019482234843481712	0.0018011018505438613	0.0019084816475078781	0.0066901836759518385	0.0024937655860349122	0.0	0.008677984779090207	0.0011950459911639023	0.0	0.004867988777247549	0.004693886393506547	0.00599738502643398	0.004019133338994086	0.004804831279892436	0.003751254052953746	0.004132854686415882	0.0	0.00969546943090691	0.0033655611308285424	0.018126154145203566	0.0071143016807806245	0.011147987405327195	0.006390773628612275	0.014563485866000321	0.0245664739884393	0.018681318681318688	0.005074059498790093	0.0341598494937325	0.02451578843171552
Tepidisphaerales	0.005021175157862708	0.007772803427723928	0.0037586448832314344	0.007882245351217173	0.008915598996169602	0.005156095493713795	0.007811459766543873	0.007095649353282251	0.005743217713292526	0.008316008316008316	0.001962877509556114	0.00673571376837836	0.0	0.016642286755713224	0.01594477101055766	0.016769939173440943	0.020378704254054525	0.01765444887703595	0.01916338310772485	0.019879936046336335	0.0	0.0004899306361362524	0.012156814751356373	0.002688955842809473	0.000580320680909599	0.0007375258843219018	0.0006078627872973106	0.0007808839606434483	0.002890173410404624	0.0016483516483516484	0.003851596319213602	0.0012048956814002163	0.005708252218959305
Actinobacteria_unclassified	0.0036264042806786172	0.0048889010958828956	0.016688383281547498	0.006270957627487687	0.006868313300752897	0.010735979658143765	0.009897474590564115	0.006811823379150981	0.004534119247336204	0.006237006237006237	0.0019973139570921856	0.008256681393496062	0.0	0.014675907052588678	0.0090267046028972	0.011937922801432507	0.014208485466021364	0.013400630358599019	0.009421754365558315	0.012051645600168828	0.0	0.0027848688790902735	0.010198670093419734	0.0035312793598341317	0.0022997893650861874	0.0016736164298073925	0.001807159637910922	0.0018741215055442767	0.001445086705202312	0.0016483516483516484	0.013246142123904162	0.006257002134990562	0.006995083644042606
Gammaproteobacteria_unclassified	0.00633986762356405	0.0009613007772803422	0.0015034579532925724	0.0017419326743021383	0.0009906221106855103	0.001765786127984177	0.0009764324708179844	0.0011353038965251588	0.0006045492329781605	0.014553014553014554	0.006508488584317632	0.0016658216846527115	0.0	0.002158221625380688	0.002859660018197833	0.003979307600477513	0.002179389204947499	0.0026448612549866655	0.004376463061779347	0.0023228453347008977	0.034482758620689655	0.009772826899770581	0.0030086076775588527	0.00777529400330442	0.015002364269440897	0.010041698578844306	0.01335655259655964	0.010502889270654394	0.020231213872832367	0.01703296703296703	0.002419807252723328	0.0008032637876001437	0.015079024647771052
Gemmatimonadales	0.007734638500748109	0.002444450547941442	0.003357722762353415	0.004790314854330879	0.0049861312904504055	0.0032843621980505723	0.003950113177400028	0.003487004825041559	0.007254590795737927	0.010395010395010396	0.0029959709356382784	0.0043094082711668015	0.07692307692307693	0.0026618066713028476	0.0035529109317003417	0.00429196748337218	0.0033115394412838593	0.00454034515439377	0.002718932201171901	0.006003197683188032	0.0	0.0014955777313632964	0.0067923142822175825	0.005361713156445386	0.001590508532863344	0.0019572802314696625	0.002398593701227228	0.0027721380602842433	0.008670520231213872	0.002197802197802198	0.0011889710376702862	0.0005073244974316697	0.00993169894743787
Pirellulales	0.028884436892957818	0.003213491169765716	0.001904380074170592	0.003962896834037361	0.003302073702285033	0.004131939539482976	0.0024410811770449606	0.0022706077930503177	0.00419406030378599	0.0	0.008471366093873762	0.0018831027739552402	0.0	0.001966379703124626	0.0036684527506174224	0.004974134500596904	0.0035945770003679507	0.00423177800797866	0.0030388065777803594	0.0050378593622733775	0.0	0.005415022820453328	0.0052319177579243405	0.01412511743933644	0.005824700167648177	0.007744021785379945	0.006012912977049094	0.005778541308761523	0.021676300578034678	0.002197802197802198	0.0008038114057489254	0.0017122201788318863	0.024185831656053196
Acetobacterales	0.0010904572312530115	0.002664176439891235	0.002255186929938859	0.0046161215869006626	0.0036983225465592384	0.004096623816923293	0.003816963295015757	0.004419575882901517	0.005932139348598201	0.008316008316008316	0.00034436447536072176	0.00452668936046933	0.07692307692307693	0.0055154552648617565	0.007438004592787297	0.007134330055141846	0.005406017378506131	0.005664411187763101	0.0031115052997368266	0.006878035536516946	0.0	0.00010314329181815838	0.0067311222616570614	0.0004211617585123271	0.00019344022696986631	0.00014183190083113495	0.00021357341175310912	0.00023426518819303455	0.0	0.0	0.010483040416642239	0.0030862240260426596	0.0025406671726003905
Frankiales	0.002561306519919864	0.0026092449669037864	0.004760950185426484	0.0038322518834647034	0.003632281072513538	0.004696991100437914	0.004837779059961831	0.0029598994445120216	0.004080707322602584	0.006237006237006237	0.00024105513275250528	0.004345621786050555	0.0	0.010455384762955329	0.009315559150189917	0.007560684440907287	0.008009962922079764	0.009102730819245761	0.007197173473690329	0.013378985791426578	0.017241379310344827	0.0006188597509089503	0.01073919960837105	0.0019762205591732263	0.00045136052959635466	0.0007658922644881288	0.0009200085429364701	0.0007418397626112759	0.002890173410404624	0.001098901098901099	0.012877728562935915	0.003741518168558567	0.00366252020985251
Haliangiales	0.007328886972840012	0.0031585596967782683	0.002305302195048612	0.00378870356660715	0.003467177387399287	0.0028605735273343697	0.002840530824197772	0.0024327940639824836	0.007367943776921333	0.012474012474012475	0.0006542925031853714	0.0027522271311653506	0.0	0.005731277427399824	0.008651193691416684	0.0048888636234438124	0.004896549772154766	0.004253818518436885	0.004725416927170417	0.0074210383420314375	0.05172413793103448	0.0006446455738634899	0.006741320931750492	0.002008617617520328	0.000580320680909599	0.00017019828099736195	0.0009035798189554619	0.000741839762611276	0.004335260115606936	0.001098901098901099	0.0007117080155068616	0.00019024668653687616	0.004784373247104624
Corynebacteriales	0.0020033981690462306	0.003076162487297096	0.005763255487621531	0.006009667726342373	0.004424778761061949	0.003884729481565194	0.0049265456482180114	0.0029598994445120216	0.004080707322602584	0.008316008316008316	0.001205275663762526	0.0049974650539581405	0.0	0.010887029088031465	0.007178035500223859	0.00639531578648173	0.009510061985225441	0.010711688082695976	0.018000203556421426	0.006742284835138321	0.0	0.004048374203862717	0.006598539550442606	0.001781838209090613	0.0017839487598332107	0.0011062888264828526	0.0010678670587655455	0.000937060752772138	0.0	0.001098901098901099	0.009528514372315392	0.007757837106559275	0.0029366153033952565
Dongiales	0.0015469277001496212	0.0031036282237908207	0.0033076074972436613	0.0036580586160344904	0.0035992603354906877	0.003708150868766775	0.0035950468243753056	0.001662409277054697	0.006007708002720471	0.010395010395010396	0.00034436447536072176	0.0031143622800028983	0.0	0.00980791827534112	0.012420745533586559	0.009379796486839856	0.009113809402507713	0.006766436710674216	0.00647018625412565	0.013559986726598071	0.017241379310344827	0.00025785822954539595	0.009933504670990892	0.0010205073379337154	0.00019344022696986631	0.00036876294216095084	0.0003121457556391596	0.00019522099016086212	0.001445086705202312	0.0016483516483516484	0.008188828696067183	0.0006764326632422263	0.0022107103969380014
Acidobacteriae_unclassified	0.0017244439936094154	0.0011260951962426863	0.0009521900370852959	0.0012193528720114968	0.0013868709549597156	0.0015538917926260758	0.0012427322355865256	0.0011353038965251588	0.000982392503589511	0.008316008316008316	0.0006542925031853715	0.0007242702976750926	0.07692307692307693	0.0022781228267907266	0.002989644564479547	0.003979307600477513	0.0035379694885511377	0.003835048819730665	0.002035564214781106	0.004344022444115977	0.017241379310344827	0.00038678734431809393	0.0032125810794272538	0.0006155441085949396	0.0007522675493272581	0.0005673276033245398	0.0003450032036011764	0.000663751366546931	0.0	0.0005494505494505495	0.001741591379122668	0.00040163189380007183	0.0065331441581152625
Babeliales	0.0021301955215175107	0.0009613007772803425	0.0008018442417560388	0.0006532247528633019	0.0008255184255712587	0.001306681734708292	0.00031068305889663135	0.00040546567733041396	0.00011335298118340512	0.0	0.0007576018457935882	0.00028970811907003694	0.0	0.01407640104553848	0.01114978552549863	0.03112387016087768	0.015255724434632481	0.02085032289347818	0.00953807232068864	0.015792331593713203	0.0	0.0004383589902271731	0.00906661771305019	0.0008585220461982052	0.0003653870953875253	0.0005105948429920858	0.000492861719430252	0.0007808839606434484	0.0	0.002197802197802198	0.0014987733503026848	0.0005707400596106284	0.0015837925231794645
Solibacterales	0.0015976466411381331	0.004339586366008408	0.004159567004109452	0.004311283368897792	0.004358737287016248	0.0049442011583557	0.00466024588344947	0.003851923934638933	0.007141237814554523	0.006237006237006237	0.0005165467130410827	0.002498732526979069	0.0	0.006138941512193954	0.012391860078857286	0.008299698709567387	0.010500693442019756	0.008816204183288882	0.005219768236474401	0.015038161030498636	0.0	0.00010314329181815838	0.013900787337331199	0.0003563676418181229	0.0001289601513132442	0.0003120301818284969	0.00027928830767714276	0.00015617679212868969	0.0	0.0	0.0049065987892590686	0.0008878178705054219	0.0034975418220213163
Opitutales	0.00238379022646007	0.004559312257958204	0.002856570111255891	0.003701606932892042	0.0059107119270902205	0.0062155671705043025	0.005547911766011274	0.0068118233791509665	0.008388120607571992	0.002079002079002079	0.0004821102655050105	0.0027884406460491067	0.0	0.0015107551377664813	0.006412570949898171	0.0016485702916263986	0.0020661741813138615	0.0014767142007008883	0.0022100411474766254	0.00719478717306707	0.0	0.00038678734431809393	0.007965161342960842	0.0009881102795866136	0.00017194686841765893	0.0004822284628258588	0.00036143192758218484	0.0009761049508043104	0.0	0.001098901098901099	0.00217698922390334	0.02086371995687747	0.024812749529811735
Microtrichales	0.01501280653259957	0.0014007525611799282	0.0011526510975243059	0.002220964159735226	0.0029718663320565317	0.0012360502895889247	0.0018197150592516981	0.0016218627093216554	0.0026449028942794523	0.004158004158004158	0.006542925031853708	0.002209024407909032	0.0	0.001294932975228412	0.0022241800141538717	0.001705417543061793	0.0016133140867793162	0.001961605430781777	0.001555752649868415	0.00343901776825847	0.017241379310344827	0.003584229390681	0.004640394892506001	0.01005928661677518	0.003331470575592144	0.004737185487759897	0.005322906569846728	0.004255817585506797	0.005780346820809248	0.004945054945054945	0.00047726302216342497	0.0003170778108947936	0.010261655723100251
SBR1031	0.012527578424162484	0.0006317119393556537	0.00035080685576826707	0.0008709663371510691	0.0006273940034341566	0.0010594716767905069	0.001375882117970796	0.001581316141588614	0.0006423335600392957	0.0	0.006232997004029061	0.0009053378720938656	0.0	0.00021582216253806862	0.0005777090945854216	0.0006253197657893241	0.00039625258271772665	0.0004848912300808887	0.00047981156491268886	0.00045250233792874594	0.0	0.004254660787499035	0.001070860359809081	0.013104610101402762	0.004707045522933405	0.005332879471250663	0.005372192741789753	0.004138684991410279	0.011560693641618497	0.005494505494505494	0.0004688899866868737	0.016086414272729204	0.023030982941234762
Micromonosporales	0.003017776988816473	0.0022796561289790984	0.0048611807156459875	0.00378870356660715	0.003962488442742042	0.0037081508687667763	0.00461586258932138	0.00348700482504156	0.003173883473135343	0.008316008316008316	0.0008609111884018047	0.00452668936046933	0.0	0.005299633102323686	0.005632663672207856	0.005201523506338473	0.0056890549375902206	0.005862775781887097	0.0034168399319539932	0.006108781562038074	0.0	0.0011603620329542815	0.006302778117733435	0.003012926426280495	0.00113914800326699	0.0013899526281451226	0.0018893032578159647	0.0005075745744182415	0.001445086705202312	0.001098901098901099	0.007694819602950654	0.00397404189654808	0.004355429438743521
Verrucomicrobiales	0.005350848274288041	0.0012084924057238595	0.0008018442417560389	0.0008274180202935157	0.0008915598996169594	0.0012713660121486084	0.0012871155297146158	0.000932571057859952	0.002380412604851507	0.004158004158004158	0.002031750404628258	0.0008329108423263563	0.0	0.0056833169468358076	0.012232990077846295	0.006196350406457853	0.007585406583453626	0.004275859028895103	0.004143827151518674	0.0063953663760596136	0.0	0.0010056470952270438	0.007322645127075409	0.0028185440761978814	0.0010316812105059536	0.0014183190083113496	0.001051438334784537	0.0012494143370295177	0.005780346820809248	0.0005494505494505495	0.0059113630464452255	0.014141670365907816	0.0030026066585277346
Bacteroidia_unclassified	0.0008875814672989625	0.0013732868246862026	0.0012027663626340578	0.0012193528720114968	0.0018821820103024722	0.002966520695013421	0.0016865651768674277	0.0018245955479868623	0.0007934708682838357	0.002079002079002079	0.0006887289507214436	0.002317664952560296	0.07692307692307693	0.00021582216253806862	0.00040439636620979487	0.00014211812858848274	0.00011321502363363618	0.00011020255229111106	0.00018901667708681684	0.00010558387885004072	0.0	0.0014955777313632951	0.00021417207196181628	0.0006965367544626948	0.0005158406052529769	0.0005956939834907668	0.00036143192758218484	0.0007027955645791034	0.001445086705202312	0.001098901098901099	0.0003935326673979121	0.0012260342021265362	0.003563533177153796
Propionibacteriales	0.002104836051023254	0.002801505122359856	0.0036082990879021757	0.005487087924051733	0.0030379078061022313	0.005191411216273479	0.003595046824375306	0.002067874954385111	0.004042922995541449	0.002079002079002079	0.0007920382933296603	0.004671543420004349	0.0	0.005467494784297741	0.0027007900171868446	0.004093002103348304	0.005349409866689312	0.0038791298406471095	0.004739956671561709	0.0039971039850372585	0.0	0.0011603620329542815	0.005027944356055959	0.0008423235170246542	0.0009457077762971244	0.0011346552066490796	0.0008214361990504199	0.0007027955645791034	0.002890173410404624	0.0	0.005467592166188004	0.004925275329232456	0.002144719041805524
Paenibacillales	0.001546927700149622	0.0007415748853305501	0.0011526510975243059	0.0006532247528633019	0.0007924976885484083	0.000918208786551773	0.001153965647330345	0.0007703847869277865	0.0013980201012619962	0.0	0.0007231653982575158	0.0006518432679075831	0.0	0.002278122826790725	0.0008232354597842257	0.002416008186004206	0.0009340239449774983	0.0028211853386524433	0.002166421914302746	0.0003016682252858307	0.0	0.007503674479771038	0.000703708236445967	0.020021382058509035	0.01728066027597466	0.002127478512467023	0.0053557640178087465	0.010112447290332659	0.0	0.006043956043956043	0.0008540496186082336	0.0003382163316211131	0.0011878443923845979
Elsterales	0.0005832678213678898	0.0015380812436485481	0.001052420567304801	0.0015677394068719245	0.0018161405362567698	0.0018717332956632287	0.002130398118148329	0.0022706077930503177	0.002342628277790372	0.002079002079002079	0.0003099280278246496	0.001955529803722749	0.0	0.003884798925685237	0.0053726945796444174	0.004178272980501396	0.004273867142169767	0.005289722509973326	0.002617153990432846	0.0064858668436453635	0.017241379310344827	0.00012892911477269798	0.00606820870558478	0.0002753749959503677	0.00019344022696986631	0.00011346552066490796	0.0003942893755442015	0.0	0.0	0.0	0.006723547487670702	0.0006975711839685458	0.0014848054904807472
