	10j	11j	12j	13j	14j	15j	16j	17j	18j	19j	1j	20j	21j	22j	23j	24j	25j	26j	27j	28j	29j	2j	30j	3j	4j	5j	6j	7j	8j	9j	C1	S1	VC1
Xanthomonadaceae	0.017903786168944856	0.02301628718174081	0.03327653603287553	0.04272089883725978	0.026218465196143202	0.025286057352733413	0.023079312946606832	0.027368933219802858	0.03192775636665905	0.014553014553014554	0.015083164020799658	0.03548924458607946	0.0	0.03165391717224994	0.03671341296090381	0.03544426126996782	0.033200305680563584	0.02605188336161862	0.034793608328365394	0.03030257322996178	0.0	0.021041231530904196	0.03105495043446362	0.01718663945313762	0.01008038516098528	0.01730349190139844	0.0050764757101316015	0.030727783851319714	0.02312138728323699	0.03681318681318681	0.04038315010340698	0.006362694738622185	0.004124459695779852
Sphingobacteriaceae	0.0038292800446326665	0.0474607926611553	0.024857171494437252	0.034228977050036954	0.043818518029322004	0.03807034891933928	0.03271048777240244	0.027652759193934177	0.023086223834353478	0.012474012474012475	0.010021006232997039	0.023611211704207945	0.0	0.026186422387952147	0.06490561677667159	0.03362514922403523	0.038889360618153526	0.025699235194287032	0.044884190935922955	0.03289691996742001	0.017241379310344827	0.017173358087723304	0.024833761677477542	0.004794764635371098	0.003804324463740707	0.00845318128953563	0.0011992968506136124	0.006832734655630176	0.010115606936416183	0.013186813186813183	0.061282246652879006	0.006637495508064338	0.0038604942752499447
Enterobacteriaceae	0.0023077118149773023	0.0008239720948117223	0.0	0.0010016112877237295	3.302073702285035e-05	0.0	8.876658825618038e-05	0.0003243725418643312	0.001775863371873347	0.002079002079002079	0.00013774579014428872	3.621351488375462e-05	0.0	0.15970840027816757	0.0024408209246234054	0.008328122335285081	0.015368939458266116	0.14652531352626422	0.11562004739956623	0.0995052641105298	0.034482758620689655	0.00010314329181815838	0.01151429853547095	0.001312080863057634	0.08861711731075171	0.00017019828099736195	0.059209121227554035	0.003240668436670311	0.0	0.0	0.0	0.0	3.2995677566238825e-05
Micropepsaceae	0.005122613039839732	0.02158806888406717	0.02570913100130304	0.02904672734398825	0.034803856822084	0.02475632151433815	0.026674359770982068	0.02838259741312887	0.028073755006423288	0.010395010395010396	0.0010330934260821653	0.02201781704932274	0.0	0.03798470060670026	0.04243273299729961	0.05053720652606495	0.039087486909512456	0.043221441008574286	0.02932666443723902	0.05347069293191379	0.05172413793103448	0.001083004564090663	0.04915758985028409	0.002348786730164902	0.001612001891415551	0.0011346552066490796	0.0011335819546895787	0.001249414337029518	0.008670520231213872	0.001098901098901099	0.03866667783071394	0.008180607521085676	0.01042663411093145
Caulobacteraceae	0.013060127304541857	0.01694635941662778	0.017790919113962137	0.02686931150111054	0.027473253203011513	0.0180110185054386	0.02352314588788774	0.01986781818919024	0.017909771026977987	0.02286902286902287	0.012362684665449935	0.020786557543275103	0.0	0.03297283038776055	0.03347824203122543	0.03481894150417856	0.034898531035068014	0.032928522624584185	0.05216860287596115	0.029337234909047164	0.0	0.014001701864315024	0.026934687716721983	0.009314154274791833	0.008231956325495426	0.010750858083000015	0.0038771788595179857	0.014914883648289872	0.014450867052023118	0.015384615384615384	0.04547395567315016	0.012577419832160165	0.0075230144851024415
Moraxellaceae	0.0023077118149773027	0.0005767804663682056	0.0008519595068657913	0.00043548316857553457	0.0005943732664113062	0.0006003672835146207	0.0010651990590741646	0.0003243725418643312	3.778432706113504e-05	0.002079002079002079	0.046592513516305445	0.00010864054465126386	0.0	0.001222992254382389	0.0005199381851268795	0.004746745494855327	0.0005377713622597718	0.0016309977739084438	4.36192331738808e-05	0.00019608434643578993	0.0	0.06490291637657586	0.0010096683392485618	0.011889720413386444	0.11638653656020505	0.039769664993050215	0.24401583728991158	0.01140090582539435	0.005780346820809248	0.09835164835164834	0.0005526203414523866	0.003276470712579535	0.0005939221961922988
Weeksellaceae	0.001521568229655365	0.008322118157598403	0.005462563896963017	0.015982232286722128	0.010764760269449223	0.011901398502613358	0.008299676001952866	0.01439403154522971	0.007519081085165872	0.0	0.21688074658217785	0.023212863040486673	0.0	0.0006954269681782212	0.022082930140527895	0.00815758058097891	0.00036794882680931757	0.001146106543827555	0.011457318580339403	0.0028960149627439763	0.0	0.13096619478610588	0.0023762901317668185	0.003515080830660578	0.00913467738468815	0.0674552520352889	0.0033514596921257168	0.007145088239887555	0.024566473988439304	0.019780219780219786	0.009361053662784363	0.010484706280254535	0.0002969610980961494
Micrococcaceae	0.03669515380518863	8.239720948117224e-05	0.00020046106043900973	8.709663371510691e-05	0.0003962488442742042	0.0002118943353581014	0.00013314988238427057	0.0	0.0	0.0	0.059506181342332466	7.242702976750923e-05	0.0	0.0005275652862041678	0.0023974927425294986	0.015519299641862298	0.10025190342758511	0.0023583346190297768	0.0027625514343457822	0.00019608434643578987	0.0	0.098321342925659	0.006129400726145299	0.044157190527100605	0.05467910415681535	0.0472300229767679	0.04302682810626066	0.028736529751678907	0.0722543352601156	0.025824175824175826	0.0	0.00010569260363159786	0.006632131190813998
Microbacteriaceae	0.01749803464103676	0.008459446840067032	0.011827202565901562	0.012890301789835811	0.01601505745608243	0.010241559542308229	0.011406506590919178	0.011880144345781142	0.011864278697196421	0.02079002079002079	0.009056785701987004	0.013905989715361741	0.0	0.030598786599841558	0.01746125738384451	0.025154908760161396	0.034219240893266244	0.03918802759471952	0.026753129679980076	0.027361308033424965	0.034482758620689655	0.012274051726360868	0.022783828988700093	0.010286066025204883	0.0055237931479172825	0.009616202876350937	0.005043618262169586	0.005153834140246762	0.01445086705202312	0.013186813186813185	0.03871691604357325	0.009005009829412158	0.008413897779390887
Flavobacteriaceae	0.013694114066898246	0.0001373286824686204	0.00010023053021950487	4.354831685755346e-05	3.302073702285035e-05	0.0	0.0	0.0	0.00011335298118340512	0.0	0.041289300595750186	7.242702976750923e-05	0.0	2.3980240282007626e-05	0.008867834601886214	0.008669205843897436	0.0	0.000727336845121333	7.269872195646801e-05	0.0	0.0	0.09481447100384123	0.0016011912046669128	0.060307124113131876	0.033078278811846974	0.05463364820015307	0.015393714370204797	0.04536935811338388	0.03901734104046242	0.047252747252747244	0.0003851596319213605	8.45540829052783e-05	0.01138350876035237
Hyphomonadaceae	0.017599472523013755	0.018786563761707287	0.026911897363937082	0.024866088925663082	0.031072513538502204	0.024403164288741334	0.026186143535573154	0.025463244536349953	0.02886722587470715	0.035343035343035345	0.0073005268776472985	0.01944665749257621	0.07692307692307693	0.003405194120045084	0.004332818209390659	0.004576203740549148	0.003622880756276359	0.0034603601419408874	0.002428137313346029	0.006289782497209573	0.0	0.003893659266135476	0.007139069065393857	0.008682411637023345	0.002729656536130336	0.00317703457861742	0.0035650331038788266	0.005427143526471969	0.008670520231213872	0.00879120879120879	0.0015406385276854413	0.0054960153888430835	0.019962384927574534
Bacteria_unclassified	0.01194431060279453	0.002059930237029304	0.0031071464368046544	0.0027435439620258637	0.004061550653810588	0.0050501483260347434	0.0041276463539123886	0.003689737663706766	0.002153706642484697	0.04365904365904366	0.007438272667791579	0.00416455421163179	0.07692307692307693	0.003381213879763079	0.003668452750617416	0.004462509237678361	0.005038068551696821	0.0041436159661457726	0.003489538653910451	0.003831186461130062	0.08620689655172414	0.009231324617725243	0.004059070697181095	0.012683448342890341	0.01117654644714789	0.010665758942501297	0.006850777900080531	0.011088552241136983	0.03323699421965317	0.01538461538461538	0.002160243152950233	0.004058595979453369	0.03659220642095936
Dermatophilaceae	0.00010143788197702432	0.0152709494905106	0.022150947178510606	0.028262857640552246	0.02311451591599526	0.02408532278570418	0.03315432071368343	0.035478246766411294	0.032192246656087026	0.033264033264033266	0.0	0.03958137176794375	0.0	9.59209611280305e-05	0.0009821054607952167	5.68472514353931e-05	0.0001415187795420452	2.2040510458222213e-05	1.4539744391293602e-05	0.00022625116896437297	0.0	0.0	0.0005201321747644107	0.0	0.0	2.836638016622699e-05	0.0	0.0	0.0	0.0	0.0033324681196674217	0.10941298327942836	0.0
Bryobacteraceae	0.007455684325311289	0.006234722184075368	0.003357722762353413	0.006924182380350999	0.005844670453044513	0.006886565899138295	0.006124894589676447	0.005798159185824922	0.005667649059170256	0.010395010395010396	0.0035125176486793617	0.0043818353009343084	0.07692307692307693	0.018392844296299816	0.02344054651280352	0.03095332840657153	0.024822393931674736	0.028498380022481312	0.014612443113250089	0.0271048900419319	0.0	0.00126350532477244	0.018989923713947723	0.0034502867139663716	0.001375574947341271	0.0012764871074802146	0.0013307266424616795	0.001483679525222552	0.001445086705202312	0.0016483516483516484	0.01709773844311778	0.005242353140127254	0.020490315768634335
Rhizobiales_Incertae_Sedis	0.04389724342555733	0.006289653657062817	0.00781798135712138	0.006706440796063232	0.007462686567164181	0.007663511795451334	0.008787892237361858	0.00656854397275271	0.013186730144336134	0.018711018711018712	0.017631461138468973	0.008582603027449835	0.0	0.005707297187117816	0.009171131876543564	0.01009038712978227	0.008066570433896579	0.006810517731590663	0.0049144336042572356	0.011840477842468842	0.0	0.00812253423067998	0.012452576184065586	0.019794602650079353	0.007393715341959329	0.009729668397015844	0.011155103583104687	0.012220833984069972	0.03323699421965317	0.017032967032967035	0.0034999288291984493	0.003424440357663771	0.02286600455340353
Rhizobiales_unclassified	0.018233459285370155	0.005548078771732284	0.011676856770572277	0.010974175848103444	0.008552370888918276	0.00812261618872719	0.008477209178465228	0.006649637108218816	0.00570543338623139	0.04158004158004158	0.009332277282275585	0.012022886941406468	0.0	0.0061149612719119525	0.005618220944843205	0.006196350406457872	0.008264696725255462	0.005289722509973305	0.004885354115474619	0.006455700021116804	0.034482758620689655	0.008251463345452714	0.007210459756047702	0.014027926264295078	0.00812448953273435	0.010609026182168847	0.0075572130312639065	0.008980165547399667	0.03468208092485548	0.015384615384615382	0.002645879210590206	0.0026845921322425936	0.021183224997525472
Acidobacteriaceae_(Subgroup_1)	0.0004311109984023535	0.01359553956439344	0.009171093515084681	0.013587074859556668	0.014264958393871372	0.018470122898714483	0.01331498823842706	0.014961683493492289	0.011033023501851464	0.004158004158004158	0.0	0.010682986890707595	0.0	0.02234958394283099	0.02001762012738506	0.02461485987152516	0.020746653080863844	0.025456789579246603	0.01528127135524964	0.02197653021207284	0.017241379310344827	0.00020628658363631676	0.018530983559743967	0.00011338970421485728	8.597343420882947e-05	5.673276033245398e-05	0.00019714468777210073	0.00015617679212868969	0.0	0.0	0.043054148420426826	0.005326907223032525	0.0012868314250833145
Alphaproteobacteria_unclassified	0.01108208860598983	0.0031036282237908177	0.007216598175804362	0.0070548273309236405	0.007330603619072809	0.00836982624664497	0.007145710354622523	0.008149860114341363	0.007519081085165871	0.04158004158004158	0.005819759633596191	0.009162019265589906	0.0	0.006426704395578051	0.006788081861378688	0.007816497072366597	0.008264696725255457	0.006523991095633725	0.005757738778952228	0.008265709372831768	0.05172413793103448	0.005234522059771553	0.007649002570064755	0.008034470470081252	0.004363151786098097	0.006581000198564639	0.0033843171400877435	0.005934718100890215	0.0245664739884393	0.010439560439560439	0.0036841356096825664	0.006848880715327507	0.027485399412677247
Pedosphaeraceae	0.004666142570943126	0.010464445604108887	0.0035080685576826718	0.006575795845490568	0.00785893541143839	0.011265715496539054	0.005281612001242733	0.007298382191947461	0.012846671200785944	0.0	0.0005509831605771549	0.004997465053958139	0.07692307692307693	0.008944629625188846	0.03401262294371694	0.011653686544255575	0.014038662930570892	0.010248837363073308	0.006063073411169425	0.02556638209297426	0.0	0.00012892911477269798	0.02565985395504447	0.001117698512975021	0.0003653870953875253	0.0003687629421609509	0.00026285958369613434	0.0006247071685147586	0.0	0.0005494505494505495	0.009419664911120222	0.0015642505337476495	0.014386115418880099
Planococcaceae	0.009484441964851759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004889975550122248	0.0	0.0	0.0	0.0007654645503256837	0.001193792280143255	0.0	0.0003306076568733332	4.36192331738808e-05	0.0	0.0	0.017482787963177787	0.001958144657936606	0.06814721223312808	0.020977517946954287	0.021757013587496075	0.050649756033448394	0.03260190535686386	0.04046242774566474	0.02912087912087913	2.5119106429653943e-05	0.0	0.0007918962615897319
Oxalobacteraceae	0.002992417518322216	0.009310884671372473	0.0017039190137315824	0.0048338631711884305	0.0032690529652621833	0.0015538917926260763	0.00909857529625849	0.023435916149697873	0.001775863371873347	0.002079002079002079	0.012638176245738533	0.0024263054972115607	0.0	0.007841538572216495	0.015482603734889288	0.013018020578704994	0.019501287820893845	0.005884816292345321	0.015412129054771283	0.015535913602220215	0.0	0.015419922126814716	0.010198670093419787	0.02196520555933515	0.010338305463611773	0.010665758942501333	0.010267952488130195	0.02369982820552867	0.015895953757225433	0.007142857142857142	0.0032403647294253573	0.00021138520726319572	0.0018147622661431365
Actinobacteria_unclassified	0.0036264042806786172	0.0048889010958828956	0.016688383281547498	0.006270957627487687	0.006868313300752897	0.010735979658143765	0.009897474590564115	0.006811823379150981	0.004534119247336204	0.006237006237006237	0.0019973139570921856	0.008256681393496062	0.0	0.014675907052588678	0.0090267046028972	0.011937922801432507	0.014208485466021364	0.013400630358599019	0.009421754365558315	0.012051645600168828	0.0	0.0027848688790902735	0.010198670093419734	0.0035312793598341317	0.0022997893650861874	0.0016736164298073925	0.001807159637910922	0.0018741215055442767	0.001445086705202312	0.0016483516483516484	0.013246142123904162	0.006257002134990562	0.006995083644042606
Gammaproteobacteria_unclassified	0.00633986762356405	0.0009613007772803422	0.0015034579532925724	0.0017419326743021383	0.0009906221106855103	0.001765786127984177	0.0009764324708179844	0.0011353038965251588	0.0006045492329781605	0.014553014553014554	0.006508488584317632	0.0016658216846527115	0.0	0.002158221625380688	0.002859660018197833	0.003979307600477513	0.002179389204947499	0.0026448612549866655	0.004376463061779347	0.0023228453347008977	0.034482758620689655	0.009772826899770581	0.0030086076775588527	0.00777529400330442	0.015002364269440897	0.010041698578844306	0.01335655259655964	0.010502889270654394	0.020231213872832367	0.01703296703296703	0.002419807252723328	0.0008032637876001437	0.015079024647771052
LWQ8	0.006390586564552536	0.001181026669230135	0.0007517289766462864	0.0007838697034359622	0.0007594769515255579	0.0016951546828648113	0.0004882162354089921	0.0008514779223938692	0.001171314138895186	0.0	0.0017906952718757534	0.0005069892083725647	0.07692307692307693	0.0077216373708064575	0.010109909155244868	0.008214427832414299	0.008491126772522718	0.009345176434286204	0.006252090088256246	0.01208181242269748	0.0	0.001083004564090663	0.009270591114918597	0.0028671396637185353	0.0010531745690581609	0.0013899526281451226	0.0015278713302337805	0.0016398563173512417	0.008670520231213872	0.002747252747252747	0.023729182540546408	0.002282960238442516	0.004652390536839668
Gemmatimonadaceae	0.007734638500748109	0.002444450547941442	0.003357722762353415	0.004790314854330879	0.0049861312904504055	0.0032843621980505723	0.003950113177400028	0.003487004825041559	0.007254590795737927	0.010395010395010396	0.0029959709356382784	0.0043094082711668015	0.07692307692307693	0.0026618066713028476	0.0035529109317003417	0.00429196748337218	0.0033115394412838593	0.00454034515439377	0.002718932201171901	0.006003197683188032	0.0	0.0014955777313632964	0.0067923142822175825	0.005361713156445386	0.001590508532863344	0.0019572802314696625	0.002398593701227228	0.0027721380602842433	0.008670520231213872	0.002197802197802198	0.0011889710376702862	0.0005073244974316697	0.00993169894743787
Erwiniaceae	0.0	0.0	0.0	0.0	3.302073702285035e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.621351488375462e-05	0.07692307692307693	0.0	0.0008954490966074035	0.0	0.0	0.0	5.8158977565174406e-05	1.5083411264291532e-05	0.0	0.0	0.11665238852853246	0.0	0.0	0.0	3.285744796201679e-05	0.0	0.0	0.0	0.0	0.0	0.0
Pirellulaceae	0.028884436892957818	0.003213491169765716	0.001904380074170592	0.003962896834037361	0.003302073702285033	0.004131939539482976	0.0024410811770449606	0.0022706077930503177	0.00419406030378599	0.0	0.008471366093873762	0.0018831027739552402	0.0	0.001966379703124626	0.0036684527506174224	0.004974134500596904	0.0035945770003679507	0.00423177800797866	0.0030388065777803594	0.0050378593622733775	0.0	0.005415022820453328	0.0052319177579243405	0.01412511743933644	0.005824700167648177	0.007744021785379945	0.006012912977049094	0.005778541308761523	0.021676300578034678	0.002197802197802198	0.0008038114057489254	0.0017122201788318863	0.024185831656053196
Vicinamibacterales_family	0.020718687393807254	0.0003570545744184131	0.0009020747719755437	0.0009580629708661761	0.0009906221106855103	0.0004591043932758864	0.001109582353202255	0.000729838219194745	0.002115922315423562	0.002079002079002079	0.004166810151864731	0.000869124357210111	0.0	0.00424450252991535	0.00971995551639971	0.006196350406457851	0.005434321134414538	0.005267681999515102	0.003605856609040812	0.011780144197411668	0.05172413793103448	0.0022175807740904044	0.010004895361644813	0.008309845466031671	0.001955895628250869	0.0030635690579525116	0.001872874533834956	0.004646259565828521	0.0072254335260115606	0.005494505494505494	0.0012392092505295943	6.341556217895873e-05	0.01181245256871348
Comamonadaceae	0.004260391043035025	0.0072784201708368905	0.008970632454645676	0.00749031049949919	0.008387267203803997	0.00918208786551772	0.011051440237894459	0.007744394437010917	0.015680495730371072	0.008316008316008316	0.004993284892730463	0.008691243572101095	0.0	0.002469964749046786	0.010225450974161953	0.003666647717582854	0.0033964507090090868	0.0018073218575742215	0.0033586809543888177	0.005957947449395162	0.0	0.004512519017044436	0.009209399094358068	0.0025431690802475136	0.0024072561578472266	0.003063569057952512	0.0008707223709934446	0.0029283148524129323	0.0072254335260115606	0.002747252747252747	0.005249893243797669	0.008603377935612081	0.006005213317055453
Acetobacteraceae	0.0010904572312530115	0.002664176439891235	0.0022050716648291066	0.0046161215869006626	0.0036983225465592384	0.004096623816923293	0.0037281967067595767	0.0042573896119693505	0.005932139348598201	0.008316008316008316	0.00034436447536072176	0.00452668936046933	0.07692307692307693	0.0055154552648617565	0.007438004592787297	0.007105906429424149	0.005406017378506131	0.005664411187763101	0.0031115052997368266	0.006878035536516946	0.0	0.00010314329181815838	0.006720923591563642	0.0004211617585123271	0.00019344022696986631	0.00014183190083113495	0.00021357341175310912	0.00023426518819303455	0.0	0.0	0.010483040416642239	0.0030862240260426596	0.0025406671726003905
Haliangiaceae	0.007328886972840012	0.0031585596967782683	0.002305302195048612	0.00378870356660715	0.003467177387399287	0.0028605735273343697	0.002840530824197772	0.0024327940639824836	0.007367943776921333	0.012474012474012475	0.0006542925031853714	0.0027522271311653506	0.0	0.005731277427399824	0.008651193691416684	0.0048888636234438124	0.004896549772154766	0.004253818518436885	0.004725416927170417	0.0074210383420314375	0.05172413793103448	0.0006446455738634899	0.006741320931750492	0.002008617617520328	0.000580320680909599	0.00017019828099736195	0.0009035798189554619	0.000741839762611276	0.004335260115606936	0.001098901098901099	0.0007117080155068616	0.00019024668653687616	0.004784373247104624
Saprospiraceae	0.0040321558085867175	0.00986019940124696	0.009872707226621218	0.005269346339763967	0.006967375511821429	0.008016669021048164	0.010607607296613555	0.011474678668450727	0.008388120607571992	0.002079002079002079	0.000998656978546093	0.006771927283262115	0.0	0.0	0.0002888545472927107	0.00017054175430617928	0.0	4.4081020916444426e-05	0.0	4.5250233792874595e-05	0.0	0.00028364405249993555	0.00021417207196181622	0.0019114264424790204	0.0002579203026264884	0.0009928233058179446	0.00046000427146823507	0.0007027955645791034	0.0	0.0032967032967032963	0.003123142232753639	0.057116283002515575	0.002309697429636718
Dongiaceae	0.0015469277001496212	0.0031036282237908207	0.0033076074972436613	0.0036580586160344904	0.0035992603354906877	0.003708150868766775	0.0035950468243753056	0.001662409277054697	0.006007708002720471	0.010395010395010396	0.00034436447536072176	0.0031143622800028983	0.0	0.00980791827534112	0.012420745533586559	0.009379796486839856	0.009113809402507713	0.006766436710674216	0.00647018625412565	0.013559986726598071	0.017241379310344827	0.00025785822954539595	0.009933504670990892	0.0010205073379337154	0.00019344022696986631	0.00036876294216095084	0.0003121457556391596	0.00019522099016086212	0.001445086705202312	0.0016483516483516484	0.008188828696067183	0.0006764326632422263	0.0022107103969380014
Acidobacteriae_unclassified	0.0017244439936094154	0.0011260951962426863	0.0009521900370852959	0.0012193528720114968	0.0013868709549597156	0.0015538917926260758	0.0012427322355865256	0.0011353038965251588	0.000982392503589511	0.008316008316008316	0.0006542925031853715	0.0007242702976750926	0.07692307692307693	0.0022781228267907266	0.002989644564479547	0.003979307600477513	0.0035379694885511377	0.003835048819730665	0.002035564214781106	0.004344022444115977	0.017241379310344827	0.00038678734431809393	0.0032125810794272538	0.0006155441085949396	0.0007522675493272581	0.0005673276033245398	0.0003450032036011764	0.000663751366546931	0.0	0.0005494505494505495	0.001741591379122668	0.00040163189380007183	0.0065331441581152625
Solibacteraceae	0.0015976466411381331	0.004339586366008408	0.004159567004109452	0.004311283368897792	0.004358737287016248	0.0049442011583557	0.00466024588344947	0.003851923934638933	0.007141237814554523	0.006237006237006237	0.0005165467130410827	0.002498732526979069	0.0	0.006138941512193954	0.012391860078857286	0.008299698709567387	0.010500693442019756	0.008816204183288882	0.005219768236474401	0.015038161030498636	0.0	0.00010314329181815838	0.013900787337331199	0.0003563676418181229	0.0001289601513132442	0.0003120301818284969	0.00027928830767714276	0.00015617679212868969	0.0	0.0	0.0049065987892590686	0.0008878178705054219	0.0034975418220213163
